rgb,audio,depth
/home/public/replica-dataset/office_2/270/41.png,/home/public/replica-dataset/office_2/270/41.wav,/home/public/replica-dataset/office_2/270/41.npy
/home/public/replica-dataset/office_2/270/101.png,/home/public/replica-dataset/office_2/270/101.wav,/home/public/replica-dataset/office_2/270/101.npy
/home/public/replica-dataset/office_2/270/87.png,/home/public/replica-dataset/office_2/270/87.wav,/home/public/replica-dataset/office_2/270/87.npy
/home/public/replica-dataset/office_2/270/72.png,/home/public/replica-dataset/office_2/270/72.wav,/home/public/replica-dataset/office_2/270/72.npy
/home/public/replica-dataset/office_2/270/102.png,/home/public/replica-dataset/office_2/270/102.wav,/home/public/replica-dataset/office_2/270/102.npy
/home/public/replica-dataset/office_2/270/99.png,/home/public/replica-dataset/office_2/270/99.wav,/home/public/replica-dataset/office_2/270/99.npy
/home/public/replica-dataset/office_2/270/97.png,/home/public/replica-dataset/office_2/270/97.wav,/home/public/replica-dataset/office_2/270/97.npy
/home/public/replica-dataset/office_2/270/25.png,/home/public/replica-dataset/office_2/270/25.wav,/home/public/replica-dataset/office_2/270/25.npy
/home/public/replica-dataset/office_2/270/96.png,/home/public/replica-dataset/office_2/270/96.wav,/home/public/replica-dataset/office_2/270/96.npy
/home/public/replica-dataset/office_2/270/77.png,/home/public/replica-dataset/office_2/270/77.wav,/home/public/replica-dataset/office_2/270/77.npy
/home/public/replica-dataset/office_2/270/92.png,/home/public/replica-dataset/office_2/270/92.wav,/home/public/replica-dataset/office_2/270/92.npy
/home/public/replica-dataset/office_2/270/39.png,/home/public/replica-dataset/office_2/270/39.wav,/home/public/replica-dataset/office_2/270/39.npy
/home/public/replica-dataset/office_2/270/73.png,/home/public/replica-dataset/office_2/270/73.wav,/home/public/replica-dataset/office_2/270/73.npy
/home/public/replica-dataset/office_2/270/65.png,/home/public/replica-dataset/office_2/270/65.wav,/home/public/replica-dataset/office_2/270/65.npy
/home/public/replica-dataset/office_2/270/71.png,/home/public/replica-dataset/office_2/270/71.wav,/home/public/replica-dataset/office_2/270/71.npy
/home/public/replica-dataset/office_2/270/29.png,/home/public/replica-dataset/office_2/270/29.wav,/home/public/replica-dataset/office_2/270/29.npy
/home/public/replica-dataset/office_2/270/51.png,/home/public/replica-dataset/office_2/270/51.wav,/home/public/replica-dataset/office_2/270/51.npy
/home/public/replica-dataset/office_2/270/88.png,/home/public/replica-dataset/office_2/270/88.wav,/home/public/replica-dataset/office_2/270/88.npy
/home/public/replica-dataset/office_2/180/98.png,/home/public/replica-dataset/office_2/180/98.wav,/home/public/replica-dataset/office_2/180/98.npy
/home/public/replica-dataset/office_2/180/83.png,/home/public/replica-dataset/office_2/180/83.wav,/home/public/replica-dataset/office_2/180/83.npy
/home/public/replica-dataset/office_2/180/28.png,/home/public/replica-dataset/office_2/180/28.wav,/home/public/replica-dataset/office_2/180/28.npy
/home/public/replica-dataset/office_2/180/84.png,/home/public/replica-dataset/office_2/180/84.wav,/home/public/replica-dataset/office_2/180/84.npy
/home/public/replica-dataset/office_2/180/78.png,/home/public/replica-dataset/office_2/180/78.wav,/home/public/replica-dataset/office_2/180/78.npy
/home/public/replica-dataset/office_2/180/53.png,/home/public/replica-dataset/office_2/180/53.wav,/home/public/replica-dataset/office_2/180/53.npy
/home/public/replica-dataset/office_2/180/37.png,/home/public/replica-dataset/office_2/180/37.wav,/home/public/replica-dataset/office_2/180/37.npy
/home/public/replica-dataset/office_2/180/52.png,/home/public/replica-dataset/office_2/180/52.wav,/home/public/replica-dataset/office_2/180/52.npy
/home/public/replica-dataset/office_2/180/42.png,/home/public/replica-dataset/office_2/180/42.wav,/home/public/replica-dataset/office_2/180/42.npy
/home/public/replica-dataset/office_2/180/95.png,/home/public/replica-dataset/office_2/180/95.wav,/home/public/replica-dataset/office_2/180/95.npy
/home/public/replica-dataset/office_2/180/38.png,/home/public/replica-dataset/office_2/180/38.wav,/home/public/replica-dataset/office_2/180/38.npy
/home/public/replica-dataset/office_2/180/66.png,/home/public/replica-dataset/office_2/180/66.wav,/home/public/replica-dataset/office_2/180/66.npy
/home/public/replica-dataset/office_2/180/100.png,/home/public/replica-dataset/office_2/180/100.wav,/home/public/replica-dataset/office_2/180/100.npy
/home/public/replica-dataset/office_2/180/93.png,/home/public/replica-dataset/office_2/180/93.wav,/home/public/replica-dataset/office_2/180/93.npy
/home/public/replica-dataset/office_2/180/27.png,/home/public/replica-dataset/office_2/180/27.wav,/home/public/replica-dataset/office_2/180/27.npy
/home/public/replica-dataset/office_2/180/41.png,/home/public/replica-dataset/office_2/180/41.wav,/home/public/replica-dataset/office_2/180/41.npy
/home/public/replica-dataset/office_2/180/101.png,/home/public/replica-dataset/office_2/180/101.wav,/home/public/replica-dataset/office_2/180/101.npy
/home/public/replica-dataset/office_2/180/87.png,/home/public/replica-dataset/office_2/180/87.wav,/home/public/replica-dataset/office_2/180/87.npy
/home/public/replica-dataset/office_2/180/72.png,/home/public/replica-dataset/office_2/180/72.wav,/home/public/replica-dataset/office_2/180/72.npy
/home/public/replica-dataset/office_2/180/102.png,/home/public/replica-dataset/office_2/180/102.wav,/home/public/replica-dataset/office_2/180/102.npy
/home/public/replica-dataset/office_2/180/99.png,/home/public/replica-dataset/office_2/180/99.wav,/home/public/replica-dataset/office_2/180/99.npy
/home/public/replica-dataset/office_2/180/97.png,/home/public/replica-dataset/office_2/180/97.wav,/home/public/replica-dataset/office_2/180/97.npy
/home/public/replica-dataset/office_2/180/25.png,/home/public/replica-dataset/office_2/180/25.wav,/home/public/replica-dataset/office_2/180/25.npy
/home/public/replica-dataset/office_2/180/96.png,/home/public/replica-dataset/office_2/180/96.wav,/home/public/replica-dataset/office_2/180/96.npy
/home/public/replica-dataset/office_2/180/77.png,/home/public/replica-dataset/office_2/180/77.wav,/home/public/replica-dataset/office_2/180/77.npy
/home/public/replica-dataset/office_2/180/92.png,/home/public/replica-dataset/office_2/180/92.wav,/home/public/replica-dataset/office_2/180/92.npy
/home/public/replica-dataset/office_2/180/39.png,/home/public/replica-dataset/office_2/180/39.wav,/home/public/replica-dataset/office_2/180/39.npy
/home/public/replica-dataset/office_2/180/73.png,/home/public/replica-dataset/office_2/180/73.wav,/home/public/replica-dataset/office_2/180/73.npy
/home/public/replica-dataset/office_2/180/65.png,/home/public/replica-dataset/office_2/180/65.wav,/home/public/replica-dataset/office_2/180/65.npy
/home/public/replica-dataset/office_2/180/71.png,/home/public/replica-dataset/office_2/180/71.wav,/home/public/replica-dataset/office_2/180/71.npy
/home/public/replica-dataset/office_2/180/29.png,/home/public/replica-dataset/office_2/180/29.wav,/home/public/replica-dataset/office_2/180/29.npy
/home/public/replica-dataset/office_2/180/51.png,/home/public/replica-dataset/office_2/180/51.wav,/home/public/replica-dataset/office_2/180/51.npy
/home/public/replica-dataset/office_2/180/88.png,/home/public/replica-dataset/office_2/180/88.wav,/home/public/replica-dataset/office_2/180/88.npy
/home/public/replica-dataset/hotel_0/0/85.png,/home/public/replica-dataset/hotel_0/0/85.wav,/home/public/replica-dataset/hotel_0/0/85.npy
/home/public/replica-dataset/hotel_0/0/44.png,/home/public/replica-dataset/hotel_0/0/44.wav,/home/public/replica-dataset/hotel_0/0/44.npy
/home/public/replica-dataset/hotel_0/0/62.png,/home/public/replica-dataset/hotel_0/0/62.wav,/home/public/replica-dataset/hotel_0/0/62.npy
/home/public/replica-dataset/hotel_0/0/17.png,/home/public/replica-dataset/hotel_0/0/17.wav,/home/public/replica-dataset/hotel_0/0/17.npy
/home/public/replica-dataset/hotel_0/0/69.png,/home/public/replica-dataset/hotel_0/0/69.wav,/home/public/replica-dataset/hotel_0/0/69.npy
/home/public/replica-dataset/hotel_0/0/35.png,/home/public/replica-dataset/hotel_0/0/35.wav,/home/public/replica-dataset/hotel_0/0/35.npy
/home/public/replica-dataset/hotel_0/0/16.png,/home/public/replica-dataset/hotel_0/0/16.wav,/home/public/replica-dataset/hotel_0/0/16.npy
/home/public/replica-dataset/hotel_0/0/30.png,/home/public/replica-dataset/hotel_0/0/30.wav,/home/public/replica-dataset/hotel_0/0/30.npy
/home/public/replica-dataset/hotel_0/0/87.png,/home/public/replica-dataset/hotel_0/0/87.wav,/home/public/replica-dataset/hotel_0/0/87.npy
/home/public/replica-dataset/hotel_0/0/79.png,/home/public/replica-dataset/hotel_0/0/79.wav,/home/public/replica-dataset/hotel_0/0/79.npy
/home/public/replica-dataset/hotel_0/0/50.png,/home/public/replica-dataset/hotel_0/0/50.wav,/home/public/replica-dataset/hotel_0/0/50.npy
/home/public/replica-dataset/hotel_0/0/60.png,/home/public/replica-dataset/hotel_0/0/60.wav,/home/public/replica-dataset/hotel_0/0/60.npy
/home/public/replica-dataset/hotel_0/0/95.png,/home/public/replica-dataset/hotel_0/0/95.wav,/home/public/replica-dataset/hotel_0/0/95.npy
/home/public/replica-dataset/hotel_0/0/57.png,/home/public/replica-dataset/hotel_0/0/57.wav,/home/public/replica-dataset/hotel_0/0/57.npy
/home/public/replica-dataset/hotel_0/0/36.png,/home/public/replica-dataset/hotel_0/0/36.wav,/home/public/replica-dataset/hotel_0/0/36.npy
/home/public/replica-dataset/hotel_0/0/58.png,/home/public/replica-dataset/hotel_0/0/58.wav,/home/public/replica-dataset/hotel_0/0/58.npy
/home/public/replica-dataset/hotel_0/0/74.png,/home/public/replica-dataset/hotel_0/0/74.wav,/home/public/replica-dataset/hotel_0/0/74.npy
/home/public/replica-dataset/hotel_0/0/77.png,/home/public/replica-dataset/hotel_0/0/77.wav,/home/public/replica-dataset/hotel_0/0/77.npy
/home/public/replica-dataset/hotel_0/0/98.png,/home/public/replica-dataset/hotel_0/0/98.wav,/home/public/replica-dataset/hotel_0/0/98.npy
/home/public/replica-dataset/hotel_0/0/10.png,/home/public/replica-dataset/hotel_0/0/10.wav,/home/public/replica-dataset/hotel_0/0/10.npy
/home/public/replica-dataset/hotel_0/0/76.png,/home/public/replica-dataset/hotel_0/0/76.wav,/home/public/replica-dataset/hotel_0/0/76.npy
/home/public/replica-dataset/hotel_0/0/75.png,/home/public/replica-dataset/hotel_0/0/75.wav,/home/public/replica-dataset/hotel_0/0/75.npy
/home/public/replica-dataset/hotel_0/0/23.png,/home/public/replica-dataset/hotel_0/0/23.wav,/home/public/replica-dataset/hotel_0/0/23.npy
/home/public/replica-dataset/hotel_0/0/43.png,/home/public/replica-dataset/hotel_0/0/43.wav,/home/public/replica-dataset/hotel_0/0/43.npy
/home/public/replica-dataset/hotel_0/0/80.png,/home/public/replica-dataset/hotel_0/0/80.wav,/home/public/replica-dataset/hotel_0/0/80.npy
/home/public/replica-dataset/hotel_0/0/100.png,/home/public/replica-dataset/hotel_0/0/100.wav,/home/public/replica-dataset/hotel_0/0/100.npy
/home/public/replica-dataset/hotel_0/0/94.png,/home/public/replica-dataset/hotel_0/0/94.wav,/home/public/replica-dataset/hotel_0/0/94.npy
/home/public/replica-dataset/hotel_0/0/64.png,/home/public/replica-dataset/hotel_0/0/64.wav,/home/public/replica-dataset/hotel_0/0/64.npy
/home/public/replica-dataset/hotel_0/0/101.png,/home/public/replica-dataset/hotel_0/0/101.wav,/home/public/replica-dataset/hotel_0/0/101.npy
/home/public/replica-dataset/hotel_0/0/82.png,/home/public/replica-dataset/hotel_0/0/82.wav,/home/public/replica-dataset/hotel_0/0/82.npy
/home/public/replica-dataset/hotel_0/0/81.png,/home/public/replica-dataset/hotel_0/0/81.wav,/home/public/replica-dataset/hotel_0/0/81.npy
/home/public/replica-dataset/hotel_0/0/67.png,/home/public/replica-dataset/hotel_0/0/67.wav,/home/public/replica-dataset/hotel_0/0/67.npy
/home/public/replica-dataset/hotel_0/0/89.png,/home/public/replica-dataset/hotel_0/0/89.wav,/home/public/replica-dataset/hotel_0/0/89.npy
/home/public/replica-dataset/hotel_0/0/37.png,/home/public/replica-dataset/hotel_0/0/37.wav,/home/public/replica-dataset/hotel_0/0/37.npy
/home/public/replica-dataset/hotel_0/0/65.png,/home/public/replica-dataset/hotel_0/0/65.wav,/home/public/replica-dataset/hotel_0/0/65.npy
/home/public/replica-dataset/hotel_0/0/61.png,/home/public/replica-dataset/hotel_0/0/61.wav,/home/public/replica-dataset/hotel_0/0/61.npy
/home/public/replica-dataset/hotel_0/0/99.png,/home/public/replica-dataset/hotel_0/0/99.wav,/home/public/replica-dataset/hotel_0/0/99.npy
/home/public/replica-dataset/hotel_0/0/63.png,/home/public/replica-dataset/hotel_0/0/63.wav,/home/public/replica-dataset/hotel_0/0/63.npy
/home/public/replica-dataset/hotel_0/0/34.png,/home/public/replica-dataset/hotel_0/0/34.wav,/home/public/replica-dataset/hotel_0/0/34.npy
/home/public/replica-dataset/hotel_0/0/92.png,/home/public/replica-dataset/hotel_0/0/92.wav,/home/public/replica-dataset/hotel_0/0/92.npy
/home/public/replica-dataset/hotel_0/0/51.png,/home/public/replica-dataset/hotel_0/0/51.wav,/home/public/replica-dataset/hotel_0/0/51.npy
/home/public/replica-dataset/hotel_0/0/73.png,/home/public/replica-dataset/hotel_0/0/73.wav,/home/public/replica-dataset/hotel_0/0/73.npy
/home/public/replica-dataset/hotel_0/0/86.png,/home/public/replica-dataset/hotel_0/0/86.wav,/home/public/replica-dataset/hotel_0/0/86.npy
/home/public/replica-dataset/hotel_0/90/85.png,/home/public/replica-dataset/hotel_0/90/85.wav,/home/public/replica-dataset/hotel_0/90/85.npy
/home/public/replica-dataset/hotel_0/90/44.png,/home/public/replica-dataset/hotel_0/90/44.wav,/home/public/replica-dataset/hotel_0/90/44.npy
/home/public/replica-dataset/hotel_0/90/62.png,/home/public/replica-dataset/hotel_0/90/62.wav,/home/public/replica-dataset/hotel_0/90/62.npy
/home/public/replica-dataset/hotel_0/90/17.png,/home/public/replica-dataset/hotel_0/90/17.wav,/home/public/replica-dataset/hotel_0/90/17.npy
/home/public/replica-dataset/hotel_0/90/69.png,/home/public/replica-dataset/hotel_0/90/69.wav,/home/public/replica-dataset/hotel_0/90/69.npy
/home/public/replica-dataset/hotel_0/90/35.png,/home/public/replica-dataset/hotel_0/90/35.wav,/home/public/replica-dataset/hotel_0/90/35.npy
/home/public/replica-dataset/hotel_0/90/16.png,/home/public/replica-dataset/hotel_0/90/16.wav,/home/public/replica-dataset/hotel_0/90/16.npy
/home/public/replica-dataset/hotel_0/90/30.png,/home/public/replica-dataset/hotel_0/90/30.wav,/home/public/replica-dataset/hotel_0/90/30.npy
/home/public/replica-dataset/hotel_0/90/87.png,/home/public/replica-dataset/hotel_0/90/87.wav,/home/public/replica-dataset/hotel_0/90/87.npy
/home/public/replica-dataset/hotel_0/90/79.png,/home/public/replica-dataset/hotel_0/90/79.wav,/home/public/replica-dataset/hotel_0/90/79.npy
/home/public/replica-dataset/hotel_0/90/50.png,/home/public/replica-dataset/hotel_0/90/50.wav,/home/public/replica-dataset/hotel_0/90/50.npy
/home/public/replica-dataset/hotel_0/90/60.png,/home/public/replica-dataset/hotel_0/90/60.wav,/home/public/replica-dataset/hotel_0/90/60.npy
/home/public/replica-dataset/hotel_0/90/95.png,/home/public/replica-dataset/hotel_0/90/95.wav,/home/public/replica-dataset/hotel_0/90/95.npy
/home/public/replica-dataset/hotel_0/90/57.png,/home/public/replica-dataset/hotel_0/90/57.wav,/home/public/replica-dataset/hotel_0/90/57.npy
/home/public/replica-dataset/hotel_0/90/36.png,/home/public/replica-dataset/hotel_0/90/36.wav,/home/public/replica-dataset/hotel_0/90/36.npy
/home/public/replica-dataset/hotel_0/90/58.png,/home/public/replica-dataset/hotel_0/90/58.wav,/home/public/replica-dataset/hotel_0/90/58.npy
/home/public/replica-dataset/hotel_0/90/74.png,/home/public/replica-dataset/hotel_0/90/74.wav,/home/public/replica-dataset/hotel_0/90/74.npy
/home/public/replica-dataset/hotel_0/90/77.png,/home/public/replica-dataset/hotel_0/90/77.wav,/home/public/replica-dataset/hotel_0/90/77.npy
/home/public/replica-dataset/hotel_0/90/98.png,/home/public/replica-dataset/hotel_0/90/98.wav,/home/public/replica-dataset/hotel_0/90/98.npy
/home/public/replica-dataset/hotel_0/90/10.png,/home/public/replica-dataset/hotel_0/90/10.wav,/home/public/replica-dataset/hotel_0/90/10.npy
/home/public/replica-dataset/hotel_0/90/76.png,/home/public/replica-dataset/hotel_0/90/76.wav,/home/public/replica-dataset/hotel_0/90/76.npy
/home/public/replica-dataset/hotel_0/90/75.png,/home/public/replica-dataset/hotel_0/90/75.wav,/home/public/replica-dataset/hotel_0/90/75.npy
/home/public/replica-dataset/hotel_0/90/23.png,/home/public/replica-dataset/hotel_0/90/23.wav,/home/public/replica-dataset/hotel_0/90/23.npy
/home/public/replica-dataset/hotel_0/90/43.png,/home/public/replica-dataset/hotel_0/90/43.wav,/home/public/replica-dataset/hotel_0/90/43.npy
